Sensor_ID,Sensor_Type,Floor,Room,timestamp,voc
6,AirQualitySensor,1,OpenArea,2025-06-15 00:00:00,229.0
6,AirQualitySensor,1,OpenArea,2025-06-15 01:00:00,82.2
6,AirQualitySensor,1,OpenArea,2025-06-15 02:00:00,58.3
6,AirQualitySensor,1,OpenArea,2025-06-15 03:00:00,43.0
6,AirQualitySensor,1,OpenArea,2025-06-15 04:00:00,29.3
6,AirQualitySensor,1,OpenArea,2025-06-15 05:00:00,24.4
6,AirQualitySensor,1,OpenArea,2025-06-15 06:00:00,25.3
6,AirQualitySensor,1,OpenArea,2025-06-15 07:00:00,30.5
6,AirQualitySensor,1,OpenArea,2025-06-15 08:00:00,31.0
6,AirQualitySensor,1,OpenArea,2025-06-15 09:00:00,37.8
6,AirQualitySensor,1,OpenArea,2025-06-15 10:00:00,36.1
6,AirQualitySensor,1,OpenArea,2025-06-15 11:00:00,52.1
6,AirQualitySensor,1,OpenArea,2025-06-15 12:00:00,125.0
6,AirQualitySensor,1,OpenArea,2025-06-15 13:00:00,137.0
6,AirQualitySensor,1,OpenArea,2025-06-15 14:00:00,139.0
6,AirQualitySensor,1,OpenArea,2025-06-15 15:00:00,150.0
6,AirQualitySensor,1,OpenArea,2025-06-15 16:00:00,158.0
6,AirQualitySensor,1,OpenArea,2025-06-15 17:00:00,170.0
6,AirQualitySensor,1,OpenArea,2025-06-15 18:00:00,184.0
6,AirQualitySensor,1,OpenArea,2025-06-15 19:00:00,204.0
6,AirQualitySensor,1,OpenArea,2025-06-15 20:00:00,224.0
6,AirQualitySensor,1,OpenArea,2025-06-15 21:00:00,242.0
6,AirQualitySensor,1,OpenArea,2025-06-15 22:00:00,252.0
6,AirQualitySensor,1,OpenArea,2025-06-15 23:00:00,250.0
6,AirQualitySensor,1,OpenArea,2025-06-16 00:00:00,189.0
6,AirQualitySensor,1,OpenArea,2025-06-16 01:00:00,65.9
6,AirQualitySensor,1,OpenArea,2025-06-16 02:00:00,27.9
6,AirQualitySensor,1,OpenArea,2025-06-16 03:00:00,27.6
6,AirQualitySensor,1,OpenArea,2025-06-16 04:00:00,11.3
6,AirQualitySensor,1,OpenArea,2025-06-16 05:00:00,7.08
6,AirQualitySensor,1,OpenArea,2025-06-16 06:00:00,9.67
6,AirQualitySensor,1,OpenArea,2025-06-16 07:00:00,20.3
6,AirQualitySensor,1,OpenArea,2025-06-16 08:00:00,25.9
6,AirQualitySensor,1,OpenArea,2025-06-16 09:00:00,7.8
6,AirQualitySensor,1,OpenArea,2025-06-16 10:00:00,8.7
6,AirQualitySensor,1,OpenArea,2025-06-16 11:00:00,33.1
6,AirQualitySensor,1,OpenArea,2025-06-16 12:00:00,50.5
6,AirQualitySensor,1,OpenArea,2025-06-16 13:00:00,71.8
6,AirQualitySensor,1,OpenArea,2025-06-16 14:00:00,78.0
6,AirQualitySensor,1,OpenArea,2025-06-16 15:00:00,96.8
6,AirQualitySensor,1,OpenArea,2025-06-16 16:00:00,110.0
6,AirQualitySensor,1,OpenArea,2025-06-16 17:00:00,135.0
6,AirQualitySensor,1,OpenArea,2025-06-16 18:00:00,150.0
6,AirQualitySensor,1,OpenArea,2025-06-16 19:00:00,166.0
6,AirQualitySensor,1,OpenArea,2025-06-16 20:00:00,176.0
6,AirQualitySensor,1,OpenArea,2025-06-16 21:00:00,187.0
6,AirQualitySensor,1,OpenArea,2025-06-16 22:00:00,196.0
6,AirQualitySensor,1,OpenArea,2025-06-16 23:00:00,209.0
6,AirQualitySensor,1,OpenArea,2025-06-17 00:00:00,185.0
6,AirQualitySensor,1,OpenArea,2025-06-17 01:00:00,85.9
6,AirQualitySensor,1,OpenArea,2025-06-17 02:00:00,62.5
6,AirQualitySensor,1,OpenArea,2025-06-17 03:00:00,50.7
6,AirQualitySensor,1,OpenArea,2025-06-17 04:00:00,38.4
6,AirQualitySensor,1,OpenArea,2025-06-17 05:00:00,39.0
6,AirQualitySensor,1,OpenArea,2025-06-17 10:00:00,77.0
6,AirQualitySensor,1,OpenArea,2025-06-17 11:00:00,73.1
6,AirQualitySensor,1,OpenArea,2025-06-17 12:00:00,81.3
6,AirQualitySensor,1,OpenArea,2025-06-17 13:00:00,98.2
6,AirQualitySensor,1,OpenArea,2025-06-17 14:00:00,110.0
6,AirQualitySensor,1,OpenArea,2025-06-17 15:00:00,124.0
6,AirQualitySensor,1,OpenArea,2025-06-17 16:00:00,134.0
6,AirQualitySensor,1,OpenArea,2025-06-17 17:00:00,145.0
6,AirQualitySensor,1,OpenArea,2025-06-17 18:00:00,144.0
6,AirQualitySensor,1,OpenArea,2025-06-17 19:00:00,159.0
6,AirQualitySensor,1,OpenArea,2025-06-17 20:00:00,176.0
6,AirQualitySensor,1,OpenArea,2025-06-17 21:00:00,190.0
6,AirQualitySensor,1,OpenArea,2025-06-17 22:00:00,206.0
6,AirQualitySensor,1,OpenArea,2025-06-17 23:00:00,230.0
6,AirQualitySensor,1,OpenArea,2025-06-18 00:00:00,178.0
6,AirQualitySensor,1,OpenArea,2025-06-18 01:00:00,81.6
6,AirQualitySensor,1,OpenArea,2025-06-18 02:00:00,59.2
6,AirQualitySensor,1,OpenArea,2025-06-18 03:00:00,46.9
