Sensor_ID,Sensor_Type,Floor,Room,timestamp,illuminance
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-25 10:00:00,11.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-25 11:00:00,9.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-25 12:00:00,5.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 02:00:00,8.33
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 03:00:00,55.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 04:00:00,162.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 05:00:00,62.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 06:00:00,31.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 07:00:00,20.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 08:00:00,19.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 09:00:00,14.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-26 10:00:00,10.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 01:00:00,13.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 02:00:00,73.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 03:00:00,131.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 04:00:00,225.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 05:00:00,127.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 06:00:00,21.7
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 07:00:00,22.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 08:00:00,24.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 09:00:00,6.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 10:00:00,7.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-27 11:00:00,5.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 01:00:00,6.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 02:00:00,29.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 03:00:00,185.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 04:00:00,165.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 05:00:00,111.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 06:00:00,37.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 07:00:00,22.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 08:00:00,19.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 09:00:00,20.4
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 10:00:00,15.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 11:00:00,8.6
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-28 12:00:00,5.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 02:00:00,8.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 03:00:00,32.6
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 04:00:00,98.6
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 05:00:00,60.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 06:00:00,44.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 07:00:00,15.7
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 08:00:00,10.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 09:00:00,13.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 10:00:00,10.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-29 11:00:00,5.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 01:00:00,9.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 02:00:00,11.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 03:00:00,135.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 04:00:00,329.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 05:00:00,84.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 06:00:00,36.7
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 07:00:00,20.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 08:00:00,15.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 09:00:00,15.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 10:00:00,9.17
1,MotionSensorMini,1,ExecutiveOffice1,2025-06-30 11:00:00,5.33
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 01:00:00,20.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 02:00:00,85.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 03:00:00,173.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 04:00:00,309.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 05:00:00,230.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 06:00:00,36.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 07:00:00,29.4
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 08:00:00,29.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 09:00:00,19.6
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 10:00:00,12.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 11:00:00,6.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-01 12:00:00,5.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 03:00:00,23.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 04:00:00,39.7
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 05:00:00,107.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 06:00:00,36.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 07:00:00,28.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 08:00:00,33.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 09:00:00,25.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 10:00:00,9.67
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-02 11:00:00,6.67
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 02:00:00,14.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 03:00:00,22.8
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 04:00:00,198.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 05:00:00,200.0
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 06:00:00,70.2
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 07:00:00,27.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 08:00:00,29.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 09:00:00,53.5
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 10:00:00,39.3
1,MotionSensorMini,1,ExecutiveOffice1,2025-07-03 11:00:00,16.3
7,MotionSensorMini,1,OpenArea,2025-06-03 12:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-04 01:00:00,6.0
7,MotionSensorMini,1,OpenArea,2025-06-04 07:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-04 08:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-04 11:00:00,4.0
7,MotionSensorMini,1,OpenArea,2025-06-05 01:00:00,6.0
7,MotionSensorMini,1,OpenArea,2025-06-05 03:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-05 04:00:00,5.5
7,MotionSensorMini,1,OpenArea,2025-06-05 05:00:00,5.5
